0,0
60265.198,12719.687
33130.063,52809.338
28560.063,49107.209
67359.601,26813.895
55594.004,73475.735
13286.664,20319.605
41152.09,1956.152
78183.498,70819.023
68877.908,2330.774
17563.037,3860.462
60057.89,73010.691
80620.526,39530.519
85577.662,30696.749
35200.401,24249.028
81612.598,60418.966
54840.995,4913.575
12499.249,16249.831
14900.735,52511.322
27708.481,74271.584
71533.844,30356.691
73325.854,13173.295
17630.553,86660.138
29285.685,34923.962
87176.598,60807.689
89080.739,65102.072
50096.078,50672.157
27425.749,33751.121
2310.179,15773.794
73056.472,73802.608
41814.729,7763.131
71193.004,42922.087
64908.022,23915.564
66499.467,27141.467
49780.898,45597.267
3570.109,26017.495
10645.186,48731.818
45437.827,7428.971
4552.039,70643.549
24868.697,31672.413
11909.246,50296.957
25975.871,65223.268
9782.633,72506.849
82222.296,67875.024
47278.421,62439.817
55236.171,36480.564
61548.783,4997.685
77150.435,68610.905
10504.8,54175.095
15426.438,8672.186
61876.804,81375.477
77362.574,84328.259
69783.667,73476.675
37.279,44017.814
68760.584,64247.913
64352.363,20351.609
42979.997,29068.419
86103.224,72585.902
4342.696,69039.875
80519.996,32096.343
62621.31,47620.237
35915.948,67154.099
71729.594,58826.276
37532.24,21251.114
71814.656,15541.695
86973.972,987.311
46678.366,59520.133
43619.824,42008.354
72604.093,49729.012
3026.965,2401.684
32689.935,47698.323
18738.783,40789.961
84708.665,61114.112
87349.913,74004.309
35543.221,77911.691
6726.45,76743.54
8386.496,22305.72
66857.492,77948.221
85191.054,9369.984
74523.129,43241.378
57183.89,49170.21
20989.432,56303.599
56172.256,13848.714
67361.684,67353.616
46194.978,12410.103
86961.371,4158.143
46786.945,69767.642
70675.885,36099.513
87253.928,73271.483
80067.828,13099.169
15038.211,67399.77
86957.547,41781.256
69569.353,50698.088
85453.53,73325.957
77512.351,53195.378
41967.957,34185.148
16689.441,4299.305
24120.551,59927.649
57736.855,14891.844
1830.649,46255.29
24655.356,77931.616
84491.836,62060.319
89459.055,8399.964
78993.994,21372.066
31124.815,1679.69
49736.939,50764.509
42259.376,2377.696
86026.723,73633.194
65215.37,17170.094
15502.132,39037.165
50552.835,62089.122
81970.859,16046.925
74948.747,29078.041
27160.588,57062.274
60032.961,66478.785
6024.786,55822.442
53856.155,41268.314
47020.665,38098.07
8561.215,41880.521
4383.369,8343.889
6696.72,11284.276
35588.326,48831.074
74001.294,71785.182
59602.975,46081.42
56669.049,18743.826
26076.11,2658.37
88076.075,74782.907
73441.998,83993.824
9019.806,14482.302
20901.954,12024.172
48347.922,81061.089
26558.697,87376.417
79966.478,45549.207
45290.953,13453.178
28651.731,35015.883
32547.761,5919.83
27190.19,31744.888
17178.078,38837.526
15534.678,39532.089
68112.749,62385.728
47346.357,23151.73
25013.265,84924.08
85563.115,54871.321
27052.503,77359.458
69654.88,40486.154
44952.328,61851.282
74086.886,75908.969
81698.078,64068.761
8363.216,14236.87
78669.059,3424.666
61314.073,42861.327
75151.22,21094.674
5469.524,20949.262
69233.212,37062.411
35379.374,17687.412
15013.998,85826.358
72552.337,19484.556
83738.553,14791.347
55536.761,1172.966
3369.415,70025.561
38094.581,50877.795
73736.753,29542.143
16012.264,21653.402
80026.786,69052.696
7478.97,26288.864
36082.082,70961.373
38802.642,67644.504
54147.809,44772.976
60011.543,39412.822
57395.372,85558.149
1218.171,15385.105
42205.777,19751.33
16338.372,36528.504
18154.796,42556.878
30782.488,81383.308
85082.238,62979.237
1214.809,70580.802
49762.298,78823.409
66647.387,8021.37
75772.532,25124.175
40473.883,41881.255
423.619,39558.79
16627.56,82102.732
80885.819,38235.981
25291.984,59084.655
82583.757,71662.626
49997.884,63253.767
58488.536,71789.516
29789.122,8239.975
65774.753,83674.955
74380.235,19480.342
33899.977,23735.481
12168.69,30826.717
44903.174,2100.679
73430.145,72163.851
38387.583,77679.395
41389.847,1376.322
59234.631,83677.607
77353.732,37049.064
28748.301,80779.465
71227.614,53543.661
57049.205,59495.361
63266.446,25506.151
16435.672,60951.363
70588.83,49617.417
46850.184,42025.07
59518.628,31576.06
88366.537,60655.932
82447.817,98.009
75528.003,38376.848
61975.409,58259.443
56970.547,75908.423
72612.756,31564.842
87890.986,41668.247
85624.197,61117.779
52525.562,148.097
932.425,11828.716
39767.932,40534.715
58874.348,68109.145
423.131,81512.266
34677.2,85665.912
50310.162,32737.381
670.504,42797.101
36658.77,13139.204
57167.945,69623.337
5702.516,71343.941
1706.976,61597.137
8019.258,41566.92
38491.263,78838.579
89462.441,88509.677
84775.118,78020.845
31781.048,44504.85
27424.697,14120.969
29906.503,12986.004
10996.08,50602.826
80041.654,71257.368
6719.511,69931.938
62248.34,20805.287
1446.685,72546.143
86531.128,60067.286
68840.618,36035.756
53929.691,2319.001
30017.238,47249.56
59482.212,18422.824
5303.339,16757.584
54347.327,21125.961
35306.062,14307.083
77246.256,5298.197
69679.56,31657.673
72165.06,81589.426
52586.253,44395.406
20091.394,19398.746
76447.692,19283.552
48933.84,37194.201
29085.402,12433.126
87635.263,52454.593
76819.897,27041.668
83797.053,45479.764
78710.223,54495.894
54220.999,44019.013
30353.589,82439.492
8924.705,42994.322
51632.952,17295.89
37634.082,56138.382
45659.858,18682.784
58752.459,39687.993
36696.782,41892.908
60620.27,11676.811
72924.071,79798.383
59003.595,24020.745
23254.15,70006.933
7769.869,3206.891
66194.163,49214.069
35746.214,87235.499
69154.196,29270.774
15028.562,37521.533
5031.021,2125.294
86112.832,9649.024
82013.008,59103.698
26484.617,79821.101
37046.413,12915.588
81569.694,26831.106
57368.204,37453.04
21108.831,80543.59
85098.0,49232.357
79834.753,32831.748
19069.507,44702.48
88177.978,49922.25
7799.513,81820.637
50662.556,6810.592
79248.447,66486.331
6992.095,23523.92
64286.339,44924.374
42116.861,46375.303
40347.981,83337.147
46825.696,55373.951
18626.185,62728.785
60855.834,17971.808
62367.853,12767.791
79760.333,66573.474
89490.771,59477.284
86598.153,65377.699
82679.633,43145.263
1486.287,24640.653
11964.283,73221.319
1608.769,36306.423
29753.818,7340.216
11189.482,6347.62
33209.173,82098.326
6645.862,38131.913
85424.503,20031.123
69512.133,336.119
40915.436,59427.977
20001.291,77296.776
4225.771,48645.146
33762.313,38929.599
26387.173,39322.265
69321.744,10710.392
76270.455,36208.723
18737.494,49896.481
31500.707,48290.187
51101.62,25437.729
51745.434,34203.118
87540.202,11173.119
76277.553,44658.542
40222.206,68730.913
13842.405,34679.783
56469.471,4170.052
86637.264,34358.777
11638.856,48698.411
1762.365,68142.007
7920.943,69195.83
84848.843,30622.504
51430.737,57333.832
62262.377,49550.957
12167.765,34753.561
16135.946,73309.524
56.891,4412.974
49913.123,75843.906
3363.496,26905.15
49412.585,61549.99
32846.222,22331.592
58248.818,56955.687
17365.065,40805.079
28948.741,49738.61
68380.436,42817.018
79758.014,64412.808
26969.522,57548.39
14872.112,19655.051
71946.636,41875.315
11338.952,37957.444
11633.718,24184.6
77467.702,46600.364
27515.172,41351.191
89197.415,59616.033
76089.645,3849.38
23585.692,82735.244
74354.012,64917.731
35969.989,11998.719
21841.348,22130.136
76947.61,70626.551
77994.796,37438.285
40361.986,29437.247
84711.0,11988.146
8388.784,17752.392
68988.922,67808.31
89114.26,10199.481
49561.004,82297.733
30887.177,7735.91
79572.683,17351.621
43422.463,53931.207
59643.04,67941.986
69413.375,64330.406
33060.792,65143.809
67541.439,88409.867
5171.377,24414.955
65458.448,81985.042
75438.082,10310.856
22462.127,46557.49
82814.909,54422.937
14890.148,15520.025
84447.51,29906.301
56854.27,60147.583
20684.232,59043.096
86999.59,28410.527
32862.065,50734.934
6423.756,56705.277
86250.62,30522.456
82672.919,84345.63
19262.474,51815.344
48951.431,13912.571
37023.615,4035.915
61685.057,30523.634
65220.949,66822.584
84595.777,66398.117
88747.565,88982.214
969.644,19662.43
86374.807,35308.176
33419.586,72304.083
21390.669,78758.122
7500.278,38204.737
88024.895,42645.671
28589.417,34150.383
51162.965,68615.651
88229.932,7337.479
41933.747,30576.513
78532.348,47108.318
78368.827,9426.566
68809.785,58779.106
28701.792,54178.404
82285.815,14802.276
32833.555,64300.668
83163.908,74884.722
3829.338,1120.238
52367.597,78126.647
32891.004,12065.796
60141.416,2486.058
56285.45,51362.077
39564.864,10881.674
52967.59,58885.62
29825.147,34179.719
37623.207,43536.226
4741.676,88428.982
1225.489,11672.459
63818.205,38677.928
35307.92,12695.695
11479.315,24457.552
37879.737,66240.202
75184.71,2287.903
5958.918,56760.397
69368.333,46600.667
19804.567,71850.768
83623.69,54537.586
30581.479,87652.604
14531.552,68427.122
13813.604,2802.851
87979.329,22524.496
68287.546,22433.369
22214.071,62011.434
52947.526,59640.187
63629.194,72272.903
54817.265,16071.48
88222.099,51573.447
54219.946,69507.661
88638.001,50037.909
51200.923,87628.401
71889.343,59321.629
31347.105,33330.893
72849.672,87438.634
85661.339,50305.195
9461.411,40231.986
50317.133,194.548
85913.08,60545.018
51814.551,22317.39
58719.706,48096.534
44253.789,86230.146
10732.148,69343.351
83870.01,23202.96
42445.303,22541.891
2685.443,30527.626
87120.723,7652.817
1621.897,27466.163
87510.856,82844.674
16610.201,84240.951
14691.019,66231.772
50541.573,80618.307
60393.373,83131.911
19090.869,29858.767
22543.685,35821.121
77176.201,22615.55
22140.359,46399.101
16544.076,19489.522
40049.016,83386.967
82741.137,12830.85
1601.617,16847.942
23521.521,41315.395
54504.818,4261.14
45563.501,34763.698
33096.29,40468.718
28252.025,81065.7
54311.089,68980.027
10472.237,85364.615
9646.516,41531.507
88313.492,67956.09
30431.272,65287.807
34628.469,77261.796
79634.917,19167.49
78251.244,31832.808
55314.273,68299.614
71494.801,30261.131
86667.811,20890.504
74626.583,44208.964
82894.547,86250.763
9842.487,85688.942
89103.273,22870.356
8958.617,51848.759
62303.52,48217.931
61224.275,71476.528
40685.063,37981.425
84734.13,11656.587
72597.073,79076.175
46759.308,5789.095
3674.639,52687.411
39278.213,27123.735
4764.908,61769.143
2659.116,51724.739
60128.014,27904.196
63020.694,88112.169
66575.638,43013.53
73149.97,8186.48
26468.272,7458.636
62796.332,22471.097
81290.761,45569.318
391.049,25111.482
6459.126,26875.319
25062.219,27694.114
71981.638,78159.444
7239.635,79840.445
2285.083,6181.324
32718.592,10016.909
55736.568,13527.468
46681.877,5992.642
222.997,24249.346
6872.844,75652.498
78604.837,36449.098
82111.185,44073.549
74128.821,50800.768
78088.768,17788.962
66020.673,16739.855
69234.849,70092.736
10479.948,24125.326
17638.059,80581.516
4063.198,4553.615
29255.222,2795.268
21337.282,25199.4
27690.345,82583.176
4490.565,9502.167
37366.479,71891.701
66690.788,14834.393
23566.684,64243.441
67647.343,35319.769
5910.821,44688.82
1592.249,49488.008
13282.11,10551.363
67250.073,53311.113
66728.107,22271.667
31793.812,13453.354
53352.238,71892.729
16551.632,56276.346
39746.839,2539.965
16627.757,68733.463
11203.752,70503.04
65544.43,47237.859
28547.251,8767.752
48777.71,11206.406
53502.816,82645.098
78647.413,25241.52
84059.864,73139.316
20886.124,81041.309
65665.7,25225.46
19605.485,14343.664
7185.515,52217.004
30993.268,41957.581
21906.0,50101.883
43874.341,56256.202
64536.019,37018.276
29211.363,10686.274
75590.057,89028.031
32093.406,28614.917
5038.625,76687.915
22414.511,71626.168
14793.65,8480.728
58864.703,16255.82
21346.872,72639.241
89218.587,72934.467
41885.449,83292.474
78523.412,31425.53
42775.117,66160.509
76412.204,15274.728
33333.998,71242.965
79217.468,32879.665
32631.262,46176.188
56525.398,89783.925
46564.914,27881.463
684.917,46809.274
13046.714,70664.03
61877.406,26905.496
29060.457,31193.896
88121.66,69080.164
45713.957,23566.255
63232.718,14599.136
84841.974,9348.115
58858.848,2888.831
6370.743,87510.202
56053.117,61694.334
71099.92,65126.646
84359.888,33197.427
36603.204,86518.764
26076.008,89108.112
73091.946,71706.518
77001.358,75817.483
74562.552,81886.26
25446.435,44373.967
13119.839,11080.732
47463.746,20438.015
43364.062,66074.304
1508.738,43275.266
64108.61,23378.695
68149.517,32260.503
13765.605,50076.394
32590.887,13976.703
22490.604,66218.133
74139.49,58615.639
56215.739,6399.917
47919.281,37518.519
71692.788,37369.653
74172.549,63163.21
60544.423,11671.671
65281.675,81989.667
81174.774,17969.855
16044.501,7572.365
56023.148,41660.045
39549.461,12069.87
79542.719,73706.273
39866.408,49391.002
67114.292,2002.118
1302.476,11443.707
3794.015,37754.714
87372.034,26666.866
54110.982,41682.551
38320.933,6043.248
79627.961,49794.464
9366.83,89558.759
68776.365,7199.72
71667.37,12855.908
53954.187,1062.567
85834.251,88879.28
75700.243,21279.314
35151.523,5993.943
69661.567,80118.968
750.299,57076.536
19785.889,42503.266
57225.808,67544.943
65887.336,84389.342
57862.072,38476.567
54082.551,13942.731
16258.254,8825.156
78126.423,37855.513
53269.596,26779.694
84300.645,81074.8
40559.602,38116.517
59618.399,65817.517
25762.192,47204.012
67907.569,33781.112
22127.296,5468.961
380.648,4866.033
75349.519,66380.093
18302.7,33649.792
59046.766,22428.357
74212.519,36983.174
84838.891,7755.658
23243.345,79958.693
33991.034,15973.115
42505.989,53924.918
34457.89,9875.454
67226.167,61890.645
45358.407,17997.457
48080.259,26399.456
74074.951,78967.696
3888.363,40364.427
16707.492,78181.255
31774.783,4097.155
4822.765,65875.2
5752.012,27336.673
4590.316,9111.33
62035.673,6660.052
65282.141,77052.499
71906.218,76417.384
60236.168,8543.046
29415.777,81241.022
46576.258,67079.725
11555.215,81137.198
25831.028,42166.182
43340.72,71680.557
17876.105,38870.4
8161.383,31982.134
23946.272,85173.625
83230.546,79766.581
50319.873,41103.746
38334.38,67798.321
88432.922,22949.038
78513.468,46878.831
43219.243,35457.553
34529.799,35440.129
75910.207,85680.429
41273.161,54855.96
24205.456,51266.516
52510.504,14155.615
72169.515,25200.7
52217.922,63924.794
64078.341,42234.821
4778.244,20135.706
78201.737,62384.593
74972.716,31760.436
